shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
"NAOLIBORG:JourneyPattern:2_7C214D72EF63D70C66AB6ECDB3496D2C",47.223145,-1.553411,14
"NAOLIBORG:JourneyPattern:2_7C214D72EF63D70C66AB6ECDB3496D2C",47.219933,-1.555938,15
"NAOLIBORG:JourneyPattern:2_7C214D72EF63D70C66AB6ECDB3496D2C",47.216793,-1.557032,16
"NAOLIBORG:JourneyPattern:2_7C214D72EF63D70C66AB6ECDB3496D2C",47.214348,-1.555726,17
"NAOLIBORG:JourneyPattern:2_7C214D72EF63D70C66AB6ECDB3496D2C",47.21151,-1.552937,18
"NAOLIBORG:JourneyPattern:2_7C214D72EF63D70C66AB6ECDB3496D2C",47.208984,-1.550139,19
"NAOLIBORG:JourneyPattern:2_7C214D72EF63D70C66AB6ECDB3496D2C",47.206345,-1.548209,20
"NAOLIBORG:JourneyPattern:2_7C214D72EF63D70C66AB6ECDB3496D2C",47.203796,-1.54642,21
"NAOLIBORG:JourneyPattern:2_7C214D72EF63D70C66AB6ECDB3496D2C",47.201576,-1.545025,22
"NAOLIBORG:JourneyPattern:2_7C214D72EF63D70C66AB6ECDB3496D2C",47.19611,-1.543068,23
"NAOLIBORG:JourneyPattern:2_7C214D72EF63D70C66AB6ECDB3496D2C",47.19178,-1.548658,24
"NAOLIBORG:JourneyPattern:2_7C214D72EF63D70C66AB6ECDB3496D2C",47.189278,-1.551683,25
"NAOLIBORG:JourneyPattern:2_7C214D72EF63D70C66AB6ECDB3496D2C",47.18605,-1.554021,26
"NAOLIBORG:JourneyPattern:2_7C214D72EF63D70C66AB6ECDB3496D2C",47.18481,-1.559761,27
"NAOLIBORG:JourneyPattern:2_7C214D72EF63D70C66AB6ECDB3496D2C",47.184433,-1.562818,28
"NAOLIBORG:JourneyPattern:2_7C214D72EF63D70C66AB6ECDB3496D2C",47.183228,-1.570279,29
"NAOLIBORG:JourneyPattern:2_7C214D72EF63D70C66AB6ECDB3496D2C",47.181335,-1.579687,30
"NAOLIBORG:JourneyPattern:2_7C214D72EF63D70C66AB6ECDB3496D2C",47.18069,-1.586688,31
"NAOLIBORG:JourneyPattern:2_7C214D72EF63D70C66AB6ECDB3496D2C",47.17725,-1.592962,32
"NAOLIBORG:JourneyPattern:2_E7D740D66B2DBF912DE30BF01E191CB2",47.26173,-1.591939,0
"NAOLIBORG:JourneyPattern:2_E7D740D66B2DBF912DE30BF01E191CB2",47.261936,-1.58395,1
"NAOLIBORG:JourneyPattern:2_E7D740D66B2DBF912DE30BF01E191CB2",47.26423,-1.575928,2
"NAOLIBORG:JourneyPattern:2_E7D740D66B2DBF912DE30BF01E191CB2",47.261387,-1.573005,3
"NAOLIBORG:JourneyPattern:2_E7D740D66B2DBF912DE30BF01E191CB2",47.259354,-1.567926,4
"NAOLIBORG:JourneyPattern:2_E7D740D66B2DBF912DE30BF01E191CB2",47.25493,-1.565864,5
"NAOLIBORG:JourneyPattern:2_E7D740D66B2DBF912DE30BF01E191CB2",47.253197,-1.559534,6
"NAOLIBORG:JourneyPattern:2_9093B8A129BA41F49D50E6972C157FD6",47.26173,-1.591939,0
"NAOLIBORG:JourneyPattern:2_9093B8A129BA41F49D50E6972C157FD6",47.261936,-1.58395,1
"NAOLIBORG:JourneyPattern:2_9093B8A129BA41F49D50E6972C157FD6",47.26423,-1.575928,2
"NAOLIBORG:JourneyPattern:2_9093B8A129BA41F49D50E6972C157FD6",47.261387,-1.573005,3
"NAOLIBORG:JourneyPattern:2_9093B8A129BA41F49D50E6972C157FD6",47.259354,-1.567926,4
"NAOLIBORG:JourneyPattern:2_9093B8A129BA41F49D50E6972C157FD6",47.25493,-1.565864,5
"NAOLIBORG:JourneyPattern:2_9093B8A129BA41F49D50E6972C157FD6",47.253197,-1.559534,6
"NAOLIBORG:JourneyPattern:2_9093B8A129BA41F49D50E6972C157FD6",47.25178,-1.552564,7
"NAOLIBORG:JourneyPattern:2_9093B8A129BA41F49D50E6972C157FD6",47.24849,-1.551477,8
"NAOLIBORG:JourneyPattern:2_9093B8A129BA41F49D50E6972C157FD6",47.245655,-1.555407,9
"NAOLIBORG:JourneyPattern:2_9093B8A129BA41F49D50E6972C157FD6",47.241318,-1.556473,10
"NAOLIBORG:JourneyPattern:2_9093B8A129BA41F49D50E6972C157FD6",47.234932,-1.556638,11
"NAOLIBORG:JourneyPattern:2_9093B8A129BA41F49D50E6972C157FD6",47.23122,-1.556543,12
"NAOLIBORG:JourneyPattern:2_9093B8A129BA41F49D50E6972C157FD6",47.22773,-1.554347,13
"NAOLIBORG:JourneyPattern:2_A0B6BC30C5901FA2CF334702031A20FC",47.184464,-1.562295,0
"NAOLIBORG:JourneyPattern:2_A0B6BC30C5901FA2CF334702031A20FC",47.18469,-1.559263,1
"NAOLIBORG:JourneyPattern:2_A0B6BC30C5901FA2CF334702031A20FC",47.186253,-1.553784,2
"NAOLIBORG:JourneyPattern:2_A0B6BC30C5901FA2CF334702031A20FC",47.189503,-1.551307,3
"NAOLIBORG:JourneyPattern:2_A0B6BC30C5901FA2CF334702031A20FC",47.19189,-1.548202,4
"NAOLIBORG:JourneyPattern:2_A0B6BC30C5901FA2CF334702031A20FC",47.196194,-1.542561,5
"NAOLIBORG:JourneyPattern:2_A0B6BC30C5901FA2CF334702031A20FC",47.201923,-1.545133,6
"NAOLIBORG:JourneyPattern:2_A0B6BC30C5901FA2CF334702031A20FC",47.204147,-1.546546,7
"NAOLIBORG:JourneyPattern:2_A0B6BC30C5901FA2CF334702031A20FC",47.20667,-1.548417,8
"NAOLIBORG:JourneyPattern:2_A0B6BC30C5901FA2CF334702031A20FC",47.209312,-1.55036,9
"NAOLIBORG:JourneyPattern:2_A0B6BC30C5901FA2CF334702031A20FC",47.212112,-1.553492,10
"NAOLIBORG:JourneyPattern:2_A0B6BC30C5901FA2CF334702031A20FC",47.21476,-1.556008,11
"NAOLIBORG:JourneyPattern:2_A0B6BC30C5901FA2CF334702031A20FC",47.217117,-1.557103,12
"NAOLIBORG:JourneyPattern:2_A0B6BC30C5901FA2CF334702031A20FC",47.220177,-1.555471,13
"NAOLIBORG:JourneyPattern:2_A0B6BC30C5901FA2CF334702031A20FC",47.223503,-1.553391,14
"NAOLIBORG:JourneyPattern:2_A0B6BC30C5901FA2CF334702031A20FC",47.22794,-1.5539,15
"NAOLIBORG:JourneyPattern:2_A0B6BC30C5901FA2CF334702031A20FC",47.23157,-1.55652,16
"NAOLIBORG:JourneyPattern:2_A0B6BC30C5901FA2CF334702031A20FC",47.23536,-1.556531,17
"NAOLIBORG:JourneyPattern:2_A0B6BC30C5901FA2CF334702031A20FC",47.241676,-1.556405,18
"NAOLIBORG:JourneyPattern:2_A0B6BC30C5901FA2CF334702031A20FC",47.24585,-1.55502,19
"NAOLIBORG:JourneyPattern:2_A0B6BC30C5901FA2CF334702031A20FC",47.248787,-1.551041,20
"NAOLIBORG:JourneyPattern:2_A69147797CFD82A5ED95D80636A0623E",47.17732,-1.592498,0
"NAOLIBORG:JourneyPattern:2_A69147797CFD82A5ED95D80636A0623E",47.180824,-1.58622,1
"NAOLIBORG:JourneyPattern:2_A69147797CFD82A5ED95D80636A0623E",47.18136,-1.579179,2
"NAOLIBORG:JourneyPattern:2_A69147797CFD82A5ED95D80636A0623E",47.183224,-1.569706,3
"NAOLIBORG:JourneyPattern:2_A69147797CFD82A5ED95D80636A0623E",47.184464,-1.562295,4
"NAOLIBORG:JourneyPattern:2_A69147797CFD82A5ED95D80636A0623E",47.18469,-1.559263,5
"NAOLIBORG:JourneyPattern:2_A69147797CFD82A5ED95D80636A0623E",47.186253,-1.553784,6
"NAOLIBORG:JourneyPattern:2_A69147797CFD82A5ED95D80636A0623E",47.189503,-1.551307,7
"NAOLIBORG:JourneyPattern:2_A69147797CFD82A5ED95D80636A0623E",47.19189,-1.548202,8
"NAOLIBORG:JourneyPattern:2_A69147797CFD82A5ED95D80636A0623E",47.196194,-1.542561,9
"NAOLIBORG:JourneyPattern:2_A69147797CFD82A5ED95D80636A0623E",47.201923,-1.545133,10
"NAOLIBORG:JourneyPattern:2_A69147797CFD82A5ED95D80636A0623E",47.204147,-1.546546,11
"NAOLIBORG:JourneyPattern:2_A69147797CFD82A5ED95D80636A0623E",47.20667,-1.548417,12
"NAOLIBORG:JourneyPattern:2_A69147797CFD82A5ED95D80636A0623E",47.209312,-1.55036,13
"NAOLIBORG:JourneyPattern:2_A69147797CFD82A5ED95D80636A0623E",47.212112,-1.553492,14
"NAOLIBORG:JourneyPattern:2_A69147797CFD82A5ED95D80636A0623E",47.21476,-1.556008,15
"NAOLIBORG:JourneyPattern:2_A69147797CFD82A5ED95D80636A0623E",47.217117,-1.557103,16
"NAOLIBORG:JourneyPattern:2_A69147797CFD82A5ED95D80636A0623E",47.220177,-1.555471,17
"NAOLIBORG:JourneyPattern:2_A69147797CFD82A5ED95D80636A0623E",47.223503,-1.553391,18
"NAOLIBORG:JourneyPattern:2_A69147797CFD82A5ED95D80636A0623E",47.22794,-1.5539,19
"NAOLIBORG:JourneyPattern:2_A69147797CFD82A5ED95D80636A0623E",47.23157,-1.55652,20
"NAOLIBORG:JourneyPattern:2_A69147797CFD82A5ED95D80636A0623E",47.23536,-1.556531,21
"NAOLIBORG:JourneyPattern:2_A69147797CFD82A5ED95D80636A0623E",47.241676,-1.556405,22
"NAOLIBORG:JourneyPattern:2_A69147797CFD82A5ED95D80636A0623E",47.24585,-1.55502,23
"NAOLIBORG:JourneyPattern:2_A69147797CFD82A5ED95D80636A0623E",47.248787,-1.551041,24
"NAOLIBORG:JourneyPattern:2_A69147797CFD82A5ED95D80636A0623E",47.25219,-1.552991,25
"NAOLIBORG:JourneyPattern:2_A69147797CFD82A5ED95D80636A0623E",47.253258,-1.560042,26
"NAOLIBORG:JourneyPattern:2_A69147797CFD82A5ED95D80636A0623E",47.255283,-1.56591,27
"NAOLIBORG:JourneyPattern:2_A69147797CFD82A5ED95D80636A0623E",47.259586,-1.568331,28
"NAOLIBORG:JourneyPattern:2_A69147797CFD82A5ED95D80636A0623E",47.26148,-1.57352,29
"NAOLIBORG:JourneyPattern:2_A69147797CFD82A5ED95D80636A0623E",47.26421,-1.576451,30
"NAOLIBORG:JourneyPattern:2_A69147797CFD82A5ED95D80636A0623E",47.261734,-1.584546,31
"NAOLIBORG:JourneyPattern:2_A69147797CFD82A5ED95D80636A0623E",47.261963,-1.592369,32
"NAOLIBORG:JourneyPattern:2_F68060BB3A8BCC85BF0C729352B48D50",47.184464,-1.562295,0
"NAOLIBORG:JourneyPattern:2_F68060BB3A8BCC85BF0C729352B48D50",47.18469,-1.559263,1
"NAOLIBORG:JourneyPattern:2_F68060BB3A8BCC85BF0C729352B48D50",47.186253,-1.553784,2
"NAOLIBORG:JourneyPattern:2_F68060BB3A8BCC85BF0C729352B48D50",47.189503,-1.551307,3
"NAOLIBORG:JourneyPattern:2_F68060BB3A8BCC85BF0C729352B48D50",47.19189,-1.548202,4
"NAOLIBORG:JourneyPattern:2_F68060BB3A8BCC85BF0C729352B48D50",47.196194,-1.542561,5
"NAOLIBORG:JourneyPattern:2_F68060BB3A8BCC85BF0C729352B48D50",47.201923,-1.545133,6
"NAOLIBORG:JourneyPattern:2_F68060BB3A8BCC85BF0C729352B48D50",47.204147,-1.546546,7
"NAOLIBORG:JourneyPattern:2_F68060BB3A8BCC85BF0C729352B48D50",47.20667,-1.548417,8
"NAOLIBORG:JourneyPattern:2_F68060BB3A8BCC85BF0C729352B48D50",47.209312,-1.55036,9
"NAOLIBORG:JourneyPattern:2_F68060BB3A8BCC85BF0C729352B48D50",47.212112,-1.553492,10
"NAOLIBORG:JourneyPattern:2_F68060BB3A8BCC85BF0C729352B48D50",47.21476,-1.556008,11
"NAOLIBORG:JourneyPattern:2_F68060BB3A8BCC85BF0C729352B48D50",47.217117,-1.557103,12
"NAOLIBORG:JourneyPattern:2_F68060BB3A8BCC85BF0C729352B48D50",47.220177,-1.555471,13
"NAOLIBORG:JourneyPattern:2_F68060BB3A8BCC85BF0C729352B48D50",47.223503,-1.553391,14
"NAOLIBORG:JourneyPattern:2_F68060BB3A8BCC85BF0C729352B48D50",47.22794,-1.5539,15
"NAOLIBORG:JourneyPattern:2_F68060BB3A8BCC85BF0C729352B48D50",47.23157,-1.55652,16
"NAOLIBORG:JourneyPattern:2_F68060BB3A8BCC85BF0C729352B48D50",47.23536,-1.556531,17
"NAOLIBORG:JourneyPattern:2_F68060BB3A8BCC85BF0C729352B48D50",47.241676,-1.556405,18
"NAOLIBORG:JourneyPattern:2_F68060BB3A8BCC85BF0C729352B48D50",47.24585,-1.55502,19
"NAOLIBORG:JourneyPattern:2_F68060BB3A8BCC85BF0C729352B48D50",47.248787,-1.551041,20
"NAOLIBORG:JourneyPattern:2_F68060BB3A8BCC85BF0C729352B48D50",47.25219,-1.552991,21
"NAOLIBORG:JourneyPattern:2_F68060BB3A8BCC85BF0C729352B48D50",47.253258,-1.560042,22
"NAOLIBORG:JourneyPattern:2_F68060BB3A8BCC85BF0C729352B48D50",47.255283,-1.56591,23
"NAOLIBORG:JourneyPattern:2_F68060BB3A8BCC85BF0C729352B48D50",47.259586,-1.568331,24
"NAOLIBORG:JourneyPattern:2_F68060BB3A8BCC85BF0C729352B48D50",47.26148,-1.57352,25
"NAOLIBORG:JourneyPattern:2_F68060BB3A8BCC85BF0C729352B48D50",47.26421,-1.576451,26
"NAOLIBORG:JourneyPattern:2_F68060BB3A8BCC85BF0C729352B48D50",47.261734,-1.584546,27
"NAOLIBORG:JourneyPattern:2_F68060BB3A8BCC85BF0C729352B48D50",47.261963,-1.592369,28
"NAOLIBORG:JourneyPattern:2_4B4B60A763224C1DE0F7DC5833A02972",47.26173,-1.591939,0
"NAOLIBORG:JourneyPattern:2_4B4B60A763224C1DE0F7DC5833A02972",47.261936,-1.58395,1
"NAOLIBORG:JourneyPattern:2_4B4B60A763224C1DE0F7DC5833A02972",47.26423,-1.575928,2
"NAOLIBORG:JourneyPattern:2_4B4B60A763224C1DE0F7DC5833A02972",47.261387,-1.573005,3
"NAOLIBORG:JourneyPattern:2_4B4B60A763224C1DE0F7DC5833A02972",47.259354,-1.567926,4
"NAOLIBORG:JourneyPattern:2_4B4B60A763224C1DE0F7DC5833A02972",47.25493,-1.565864,5
"NAOLIBORG:JourneyPattern:2_4B4B60A763224C1DE0F7DC5833A02972",47.253197,-1.559534,6
"NAOLIBORG:JourneyPattern:2_4B4B60A763224C1DE0F7DC5833A02972",47.25178,-1.552564,7
"NAOLIBORG:JourneyPattern:2_4B4B60A763224C1DE0F7DC5833A02972",47.24849,-1.551477,8
"NAOLIBORG:JourneyPattern:2_4B4B60A763224C1DE0F7DC5833A02972",47.245655,-1.555407,9
"NAOLIBORG:JourneyPattern:2_4B4B60A763224C1DE0F7DC5833A02972",47.241318,-1.556473,10
"NAOLIBORG:JourneyPattern:2_4B4B60A763224C1DE0F7DC5833A02972",47.234932,-1.556638,11
"NAOLIBORG:JourneyPattern:2_4B4B60A763224C1DE0F7DC5833A02972",47.23122,-1.556543,12
"NAOLIBORG:JourneyPattern:2_4B4B60A763224C1DE0F7DC5833A02972",47.22773,-1.554347,13
"NAOLIBORG:JourneyPattern:2_4B4B60A763224C1DE0F7DC5833A02972",47.223145,-1.553411,14
"NAOLIBORG:JourneyPattern:2_4B4B60A763224C1DE0F7DC5833A02972",47.219933,-1.555938,15
"NAOLIBORG:JourneyPattern:2_4B4B60A763224C1DE0F7DC5833A02972",47.216793,-1.557032,16
"NAOLIBORG:JourneyPattern:2_4B4B60A763224C1DE0F7DC5833A02972",47.214348,-1.555726,17
"NAOLIBORG:JourneyPattern:2_4B4B60A763224C1DE0F7DC5833A02972",47.21151,-1.552937,18
"NAOLIBORG:JourneyPattern:2_4B4B60A763224C1DE0F7DC5833A02972",47.208984,-1.550139,19
"NAOLIBORG:JourneyPattern:2_4B4B60A763224C1DE0F7DC5833A02972",47.206345,-1.548209,20
"NAOLIBORG:JourneyPattern:2_4B4B60A763224C1DE0F7DC5833A02972",47.203796,-1.54642,21
"NAOLIBORG:JourneyPattern:2_4B4B60A763224C1DE0F7DC5833A02972",47.201576,-1.545025,22
"NAOLIBORG:JourneyPattern:2_4B4B60A763224C1DE0F7DC5833A02972",47.19611,-1.543068,23
"NAOLIBORG:JourneyPattern:2_4B4B60A763224C1DE0F7DC5833A02972",47.19178,-1.548658,24
"NAOLIBORG:JourneyPattern:2_4B4B60A763224C1DE0F7DC5833A02972",47.189278,-1.551683,25
"NAOLIBORG:JourneyPattern:2_4B4B60A763224C1DE0F7DC5833A02972",47.18605,-1.554021,26
"NAOLIBORG:JourneyPattern:2_4B4B60A763224C1DE0F7DC5833A02972",47.18481,-1.559761,27
"NAOLIBORG:JourneyPattern:2_4B4B60A763224C1DE0F7DC5833A02972",47.184433,-1.562818,28
"NAOLIBORG:JourneyPattern:2_E1E3195D60C32087C3B04CE05B5B67E7",47.24849,-1.551477,0
"NAOLIBORG:JourneyPattern:2_E1E3195D60C32087C3B04CE05B5B67E7",47.245655,-1.555407,1
"NAOLIBORG:JourneyPattern:2_E1E3195D60C32087C3B04CE05B5B67E7",47.241318,-1.556473,2
"NAOLIBORG:JourneyPattern:2_E1E3195D60C32087C3B04CE05B5B67E7",47.234932,-1.556638,3
"NAOLIBORG:JourneyPattern:2_E1E3195D60C32087C3B04CE05B5B67E7",47.23122,-1.556543,4
"NAOLIBORG:JourneyPattern:2_E1E3195D60C32087C3B04CE05B5B67E7",47.22773,-1.554347,5
"NAOLIBORG:JourneyPattern:2_E1E3195D60C32087C3B04CE05B5B67E7",47.223145,-1.553411,6
"NAOLIBORG:JourneyPattern:2_E1E3195D60C32087C3B04CE05B5B67E7",47.219933,-1.555938,7
"NAOLIBORG:JourneyPattern:2_E1E3195D60C32087C3B04CE05B5B67E7",47.216793,-1.557032,8
"NAOLIBORG:JourneyPattern:2_E1E3195D60C32087C3B04CE05B5B67E7",47.214348,-1.555726,9
"NAOLIBORG:JourneyPattern:2_E1E3195D60C32087C3B04CE05B5B67E7",47.21151,-1.552937,10
"NAOLIBORG:JourneyPattern:2_E1E3195D60C32087C3B04CE05B5B67E7",47.208984,-1.550139,11
"NAOLIBORG:JourneyPattern:2_E1E3195D60C32087C3B04CE05B5B67E7",47.206345,-1.548209,12
"NAOLIBORG:JourneyPattern:2_E1E3195D60C32087C3B04CE05B5B67E7",47.203796,-1.54642,13
"NAOLIBORG:JourneyPattern:2_E1E3195D60C32087C3B04CE05B5B67E7",47.201576,-1.545025,14
"NAOLIBORG:JourneyPattern:2_E1E3195D60C32087C3B04CE05B5B67E7",47.19611,-1.543068,15
"NAOLIBORG:JourneyPattern:2_E1E3195D60C32087C3B04CE05B5B67E7",47.193077,-1.549302,16
"NAOLIBORG:JourneyPattern:2_714AC32811401E72F80C2E4EC6FB4B80",47.253258,-1.560042,0
"NAOLIBORG:JourneyPattern:2_714AC32811401E72F80C2E4EC6FB4B80",47.255283,-1.56591,1
"NAOLIBORG:JourneyPattern:2_714AC32811401E72F80C2E4EC6FB4B80",47.259586,-1.568331,2
"NAOLIBORG:JourneyPattern:2_714AC32811401E72F80C2E4EC6FB4B80",47.26148,-1.57352,3
"NAOLIBORG:JourneyPattern:2_714AC32811401E72F80C2E4EC6FB4B80",47.26421,-1.576451,4
"NAOLIBORG:JourneyPattern:2_714AC32811401E72F80C2E4EC6FB4B80",47.261734,-1.584546,5
"NAOLIBORG:JourneyPattern:2_714AC32811401E72F80C2E4EC6FB4B80",47.261963,-1.592369,6
"NAOLIBORG:JourneyPattern:2_3CD585A48FE991209686A555304FC4EC",47.21476,-1.556008,0
"NAOLIBORG:JourneyPattern:2_3CD585A48FE991209686A555304FC4EC",47.217117,-1.557103,1
"NAOLIBORG:JourneyPattern:2_3CD585A48FE991209686A555304FC4EC",47.220177,-1.555471,2
"NAOLIBORG:JourneyPattern:2_3CD585A48FE991209686A555304FC4EC",47.223503,-1.553391,3
"NAOLIBORG:JourneyPattern:2_3CD585A48FE991209686A555304FC4EC",47.22794,-1.5539,4
"NAOLIBORG:JourneyPattern:2_3CD585A48FE991209686A555304FC4EC",47.23157,-1.55652,5
"NAOLIBORG:JourneyPattern:2_3CD585A48FE991209686A555304FC4EC",47.23536,-1.556531,6
"NAOLIBORG:JourneyPattern:2_3CD585A48FE991209686A555304FC4EC",47.241676,-1.556405,7
"NAOLIBORG:JourneyPattern:2_3CD585A48FE991209686A555304FC4EC",47.24585,-1.55502,8
"NAOLIBORG:JourneyPattern:2_3CD585A48FE991209686A555304FC4EC",47.248787,-1.551041,9
"NAOLIBORG:JourneyPattern:2_3CD585A48FE991209686A555304FC4EC",47.25219,-1.552991,10
"NAOLIBORG:JourneyPattern:2_3CD585A48FE991209686A555304FC4EC",47.253258,-1.560042,11
"NAOLIBORG:JourneyPattern:2_3CD585A48FE991209686A555304FC4EC",47.255283,-1.56591,12
"NAOLIBORG:JourneyPattern:2_3CD585A48FE991209686A555304FC4EC",47.259586,-1.568331,13
"NAOLIBORG:JourneyPattern:2_3CD585A48FE991209686A555304FC4EC",47.26148,-1.57352,14
"NAOLIBORG:JourneyPattern:2_3CD585A48FE991209686A555304FC4EC",47.26421,-1.576451,15
"NAOLIBORG:JourneyPattern:2_3CD585A48FE991209686A555304FC4EC",47.261734,-1.584546,16
"NAOLIBORG:JourneyPattern:2_3CD585A48FE991209686A555304FC4EC",47.261963,-1.592369,17
"NAOLIBORG:JourneyPattern:2_41400314B23674EB4F92FD92536FD822",47.26173,-1.591939,0
"NAOLIBORG:JourneyPattern:2_41400314B23674EB4F92FD92536FD822",47.261936,-1.58395,1
"NAOLIBORG:JourneyPattern:2_41400314B23674EB4F92FD92536FD822",47.26423,-1.575928,2
"NAOLIBORG:JourneyPattern:2_41400314B23674EB4F92FD92536FD822",47.261387,-1.573005,3
"NAOLIBORG:JourneyPattern:2_41400314B23674EB4F92FD92536FD822",47.259354,-1.567926,4
"NAOLIBORG:JourneyPattern:2_41400314B23674EB4F92FD92536FD822",47.25493,-1.565864,5
"NAOLIBORG:JourneyPattern:2_41400314B23674EB4F92FD92536FD822",47.253197,-1.559534,6
"NAOLIBORG:JourneyPattern:2_41400314B23674EB4F92FD92536FD822",47.25178,-1.552564,7
"NAOLIBORG:JourneyPattern:2_41400314B23674EB4F92FD92536FD822",47.24849,-1.551477,8
"NAOLIBORG:JourneyPattern:2_41400314B23674EB4F92FD92536FD822",47.245655,-1.555407,9
"NAOLIBORG:JourneyPattern:2_41400314B23674EB4F92FD92536FD822",47.241318,-1.556473,10
"NAOLIBORG:JourneyPattern:2_41400314B23674EB4F92FD92536FD822",47.234932,-1.556638,11
"NAOLIBORG:JourneyPattern:2_41400314B23674EB4F92FD92536FD822",47.23122,-1.556543,12
"NAOLIBORG:JourneyPattern:2_41400314B23674EB4F92FD92536FD822",47.22773,-1.554347,13
"NAOLIBORG:JourneyPattern:2_41400314B23674EB4F92FD92536FD822",47.223145,-1.553411,14
"NAOLIBORG:JourneyPattern:2_41400314B23674EB4F92FD92536FD822",47.219933,-1.555938,15
"NAOLIBORG:JourneyPattern:2_41400314B23674EB4F92FD92536FD822",47.216793,-1.557032,16
"NAOLIBORG:JourneyPattern:2_41400314B23674EB4F92FD92536FD822",47.214348,-1.555726,17
"NAOLIBORG:JourneyPattern:2_41400314B23674EB4F92FD92536FD822",47.21151,-1.552937,18
"NAOLIBORG:JourneyPattern:2_41400314B23674EB4F92FD92536FD822",47.208984,-1.550139,19
"NAOLIBORG:JourneyPattern:2_41400314B23674EB4F92FD92536FD822",47.206345,-1.548209,20
"NAOLIBORG:JourneyPattern:2_41400314B23674EB4F92FD92536FD822",47.203796,-1.54642,21
"NAOLIBORG:JourneyPattern:2_41400314B23674EB4F92FD92536FD822",47.201576,-1.545025,22
"NAOLIBORG:JourneyPattern:2_41400314B23674EB4F92FD92536FD822",47.19611,-1.543068,23
"NAOLIBORG:JourneyPattern:2_41400314B23674EB4F92FD92536FD822",47.193077,-1.549302,24
"NAOLIBORG:JourneyPattern:2_C48907BAA98505030A2CFD134B752DA8",47.26173,-1.591939,0
"NAOLIBORG:JourneyPattern:2_C48907BAA98505030A2CFD134B752DA8",47.261936,-1.58395,1
"NAOLIBORG:JourneyPattern:2_C48907BAA98505030A2CFD134B752DA8",47.26423,-1.575928,2
"NAOLIBORG:JourneyPattern:2_C48907BAA98505030A2CFD134B752DA8",47.261387,-1.573005,3
"NAOLIBORG:JourneyPattern:2_C48907BAA98505030A2CFD134B752DA8",47.259354,-1.567926,4
"NAOLIBORG:JourneyPattern:2_C48907BAA98505030A2CFD134B752DA8",47.25493,-1.565864,5
"NAOLIBORG:JourneyPattern:2_C48907BAA98505030A2CFD134B752DA8",47.253197,-1.559534,6
"NAOLIBORG:JourneyPattern:2_C48907BAA98505030A2CFD134B752DA8",47.25178,-1.552564,7
"NAOLIBORG:JourneyPattern:2_C48907BAA98505030A2CFD134B752DA8",47.24849,-1.551477,8
"NAOLIBORG:JourneyPattern:2_C48907BAA98505030A2CFD134B752DA8",47.245655,-1.555407,9
"NAOLIBORG:JourneyPattern:2_C48907BAA98505030A2CFD134B752DA8",47.241318,-1.556473,10
"NAOLIBORG:JourneyPattern:2_C48907BAA98505030A2CFD134B752DA8",47.234932,-1.556638,11
"NAOLIBORG:JourneyPattern:2_C48907BAA98505030A2CFD134B752DA8",47.23122,-1.556543,12
"NAOLIBORG:JourneyPattern:2_C48907BAA98505030A2CFD134B752DA8",47.22773,-1.554347,13
"NAOLIBORG:JourneyPattern:2_C48907BAA98505030A2CFD134B752DA8",47.223145,-1.553411,14
"NAOLIBORG:JourneyPattern:2_C48907BAA98505030A2CFD134B752DA8",47.219933,-1.555938,15
"NAOLIBORG:JourneyPattern:2_C48907BAA98505030A2CFD134B752DA8",47.216793,-1.557032,16
"NAOLIBORG:JourneyPattern:2_C48907BAA98505030A2CFD134B752DA8",47.214348,-1.555726,17
"NAOLIBORG:JourneyPattern:2_E55694E8228EB91FF3300461896FE924",47.19296,-1.548866,0
"NAOLIBORG:JourneyPattern:2_E55694E8228EB91FF3300461896FE924",47.196194,-1.542561,1
"NAOLIBORG:JourneyPattern:2_E55694E8228EB91FF3300461896FE924",47.201923,-1.545133,2
"NAOLIBORG:JourneyPattern:2_E55694E8228EB91FF3300461896FE924",47.204147,-1.546546,3
"NAOLIBORG:JourneyPattern:2_E55694E8228EB91FF3300461896FE924",47.20667,-1.548417,4
"NAOLIBORG:JourneyPattern:2_E55694E8228EB91FF3300461896FE924",47.209312,-1.55036,5
"NAOLIBORG:JourneyPattern:2_E55694E8228EB91FF3300461896FE924",47.212112,-1.553492,6
"NAOLIBORG:JourneyPattern:2_E55694E8228EB91FF3300461896FE924",47.21476,-1.556008,7
"NAOLIBORG:JourneyPattern:2_E55694E8228EB91FF3300461896FE924",47.217117,-1.557103,8
"NAOLIBORG:JourneyPattern:2_E55694E8228EB91FF3300461896FE924",47.220177,-1.555471,9
"NAOLIBORG:JourneyPattern:2_E55694E8228EB91FF3300461896FE924",47.223503,-1.553391,10
"NAOLIBORG:JourneyPattern:2_E55694E8228EB91FF3300461896FE924",47.22794,-1.5539,11
"NAOLIBORG:JourneyPattern:2_E55694E8228EB91FF3300461896FE924",47.23157,-1.55652,12
"NAOLIBORG:JourneyPattern:2_E55694E8228EB91FF3300461896FE924",47.23536,-1.556531,13
"NAOLIBORG:JourneyPattern:2_E55694E8228EB91FF3300461896FE924",47.241676,-1.556405,14
"NAOLIBORG:JourneyPattern:2_E55694E8228EB91FF3300461896FE924",47.24585,-1.55502,15
"NAOLIBORG:JourneyPattern:2_E55694E8228EB91FF3300461896FE924",47.248787,-1.551041,16
