shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
"NAOLIBORG:JourneyPattern:1_C73763DC2F26A2FD34980EB8B2E73D15",47.221127,-1.524746,0
"NAOLIBORG:JourneyPattern:1_C73763DC2F26A2FD34980EB8B2E73D15",47.219555,-1.533415,1
"NAOLIBORG:JourneyPattern:1_C73763DC2F26A2FD34980EB8B2E73D15",47.218735,-1.537714,2
"NAOLIBORG:JourneyPattern:1_C73763DC2F26A2FD34980EB8B2E73D15",47.21786,-1.542788,3
"NAOLIBORG:JourneyPattern:1_C73763DC2F26A2FD34980EB8B2E73D15",47.2162,-1.547561,4
"NAOLIBORG:JourneyPattern:1_C73763DC2F26A2FD34980EB8B2E73D15",47.214565,-1.5526,5
"NAOLIBORG:JourneyPattern:1_C73763DC2F26A2FD34980EB8B2E73D15",47.213547,-1.556233,6
"NAOLIBORG:JourneyPattern:1_C73763DC2F26A2FD34980EB8B2E73D15",47.211098,-1.561086,7
"NAOLIBORG:JourneyPattern:1_C73763DC2F26A2FD34980EB8B2E73D15",47.20885,-1.567797,8
"NAOLIBORG:JourneyPattern:1_C73763DC2F26A2FD34980EB8B2E73D15",47.207066,-1.573381,9
"NAOLIBORG:JourneyPattern:1_C73763DC2F26A2FD34980EB8B2E73D15",47.207645,-1.581985,10
"NAOLIBORG:JourneyPattern:1_C73763DC2F26A2FD34980EB8B2E73D15",47.209473,-1.588817,11
"NAOLIBORG:JourneyPattern:1_C73763DC2F26A2FD34980EB8B2E73D15",47.209644,-1.595802,12
"NAOLIBORG:JourneyPattern:1_C73763DC2F26A2FD34980EB8B2E73D15",47.206795,-1.600541,13
"NAOLIBORG:JourneyPattern:1_C73763DC2F26A2FD34980EB8B2E73D15",47.204926,-1.605213,14
"NAOLIBORG:JourneyPattern:1_C73763DC2F26A2FD34980EB8B2E73D15",47.206795,-1.609874,15
"NAOLIBORG:JourneyPattern:1_C73763DC2F26A2FD34980EB8B2E73D15",47.208893,-1.611312,16
"NAOLIBORG:JourneyPattern:1_C73763DC2F26A2FD34980EB8B2E73D15",47.21188,-1.608858,17
"NAOLIBORG:JourneyPattern:1_C73763DC2F26A2FD34980EB8B2E73D15",47.214752,-1.608311,18
"NAOLIBORG:JourneyPattern:1_C73763DC2F26A2FD34980EB8B2E73D15",47.217705,-1.61387,19
"NAOLIBORG:JourneyPattern:1_C73763DC2F26A2FD34980EB8B2E73D15",47.21916,-1.620745,20
"NAOLIBORG:JourneyPattern:1_C73763DC2F26A2FD34980EB8B2E73D15",47.22062,-1.628177,21
"NAOLIBORG:JourneyPattern:1_C73763DC2F26A2FD34980EB8B2E73D15",47.221504,-1.632787,22
"NAOLIBORG:JourneyPattern:1_C73763DC2F26A2FD34980EB8B2E73D15",47.222137,-1.638233,23
"NAOLIBORG:JourneyPattern:1_5C7FEEC22A01D65C77E7919338945024",47.259243,-1.54662,0
"NAOLIBORG:JourneyPattern:1_5C7FEEC22A01D65C77E7919338945024",47.253174,-1.530138,1
"NAOLIBORG:JourneyPattern:1_5C7FEEC22A01D65C77E7919338945024",47.24872,-1.522235,2
"NAOLIBORG:JourneyPattern:1_5C7FEEC22A01D65C77E7919338945024",47.243397,-1.518072,3
"NAOLIBORG:JourneyPattern:1_5C7FEEC22A01D65C77E7919338945024",47.238125,-1.516043,4
"NAOLIBORG:JourneyPattern:1_5C7FEEC22A01D65C77E7919338945024",47.232174,-1.516233,5
"NAOLIBORG:JourneyPattern:1_5C7FEEC22A01D65C77E7919338945024",47.22665,-1.518813,6
"NAOLIBORG:JourneyPattern:1_5C7FEEC22A01D65C77E7919338945024",47.224316,-1.520172,7
"NAOLIBORG:JourneyPattern:1_5C7FEEC22A01D65C77E7919338945024",47.221127,-1.524746,8
"NAOLIBORG:JourneyPattern:1_5C7FEEC22A01D65C77E7919338945024",47.219555,-1.533415,9
"NAOLIBORG:JourneyPattern:1_5C7FEEC22A01D65C77E7919338945024",47.218735,-1.537714,10
"NAOLIBORG:JourneyPattern:1_5C7FEEC22A01D65C77E7919338945024",47.21786,-1.542788,11
"NAOLIBORG:JourneyPattern:1_5C7FEEC22A01D65C77E7919338945024",47.2162,-1.547561,12
"NAOLIBORG:JourneyPattern:1_5C7FEEC22A01D65C77E7919338945024",47.214565,-1.5526,13
"NAOLIBORG:JourneyPattern:1_5C7FEEC22A01D65C77E7919338945024",47.213547,-1.556233,14
"NAOLIBORG:JourneyPattern:1_5C7FEEC22A01D65C77E7919338945024",47.211098,-1.561086,15
"NAOLIBORG:JourneyPattern:1_5C7FEEC22A01D65C77E7919338945024",47.20885,-1.567797,16
"NAOLIBORG:JourneyPattern:1_5C7FEEC22A01D65C77E7919338945024",47.207066,-1.573381,17
"NAOLIBORG:JourneyPattern:1_5C7FEEC22A01D65C77E7919338945024",47.207645,-1.581985,18
"NAOLIBORG:JourneyPattern:1_5C7FEEC22A01D65C77E7919338945024",47.209473,-1.588817,19
"NAOLIBORG:JourneyPattern:1_5C7FEEC22A01D65C77E7919338945024",47.209644,-1.595802,20
"NAOLIBORG:JourneyPattern:1_5C7FEEC22A01D65C77E7919338945024",47.21011,-1.603161,21
"NAOLIBORG:JourneyPattern:1_7A2A584E708920FC205E18B6EF0F7124",47.259243,-1.54662,0
"NAOLIBORG:JourneyPattern:1_7A2A584E708920FC205E18B6EF0F7124",47.253174,-1.530138,1
"NAOLIBORG:JourneyPattern:1_7A2A584E708920FC205E18B6EF0F7124",47.24872,-1.522235,2
"NAOLIBORG:JourneyPattern:1_7A2A584E708920FC205E18B6EF0F7124",47.243397,-1.518072,3
"NAOLIBORG:JourneyPattern:1_7A2A584E708920FC205E18B6EF0F7124",47.238125,-1.516043,4
"NAOLIBORG:JourneyPattern:1_7A2A584E708920FC205E18B6EF0F7124",47.232174,-1.516233,5
"NAOLIBORG:JourneyPattern:1_7A2A584E708920FC205E18B6EF0F7124",47.22665,-1.518813,6
"NAOLIBORG:JourneyPattern:1_7A2A584E708920FC205E18B6EF0F7124",47.224316,-1.520172,7
"NAOLIBORG:JourneyPattern:1_7A2A584E708920FC205E18B6EF0F7124",47.221127,-1.524746,8
"NAOLIBORG:JourneyPattern:1_7A2A584E708920FC205E18B6EF0F7124",47.219555,-1.533415,9
"NAOLIBORG:JourneyPattern:1_7A2A584E708920FC205E18B6EF0F7124",47.218735,-1.537714,10
"NAOLIBORG:JourneyPattern:1_7A2A584E708920FC205E18B6EF0F7124",47.21786,-1.542788,11
"NAOLIBORG:JourneyPattern:1_7A2A584E708920FC205E18B6EF0F7124",47.2162,-1.547561,12
"NAOLIBORG:JourneyPattern:1_7A2A584E708920FC205E18B6EF0F7124",47.214565,-1.5526,13
"NAOLIBORG:JourneyPattern:1_7A2A584E708920FC205E18B6EF0F7124",47.213547,-1.556233,14
"NAOLIBORG:JourneyPattern:1_7A2A584E708920FC205E18B6EF0F7124",47.211098,-1.561086,15
"NAOLIBORG:JourneyPattern:1_7A2A584E708920FC205E18B6EF0F7124",47.20885,-1.567797,16
"NAOLIBORG:JourneyPattern:1_7A2A584E708920FC205E18B6EF0F7124",47.207066,-1.573381,17
"NAOLIBORG:JourneyPattern:1_7A2A584E708920FC205E18B6EF0F7124",47.207645,-1.581985,18
"NAOLIBORG:JourneyPattern:1_7A2A584E708920FC205E18B6EF0F7124",47.209473,-1.588817,19
"NAOLIBORG:JourneyPattern:1_7A2A584E708920FC205E18B6EF0F7124",47.209644,-1.595802,20
"NAOLIBORG:JourneyPattern:1_7A2A584E708920FC205E18B6EF0F7124",47.206795,-1.600541,21
"NAOLIBORG:JourneyPattern:1_7A2A584E708920FC205E18B6EF0F7124",47.204926,-1.605213,22
"NAOLIBORG:JourneyPattern:1_7A2A584E708920FC205E18B6EF0F7124",47.206795,-1.609874,23
"NAOLIBORG:JourneyPattern:1_7A2A584E708920FC205E18B6EF0F7124",47.208893,-1.611312,24
"NAOLIBORG:JourneyPattern:1_7A2A584E708920FC205E18B6EF0F7124",47.21188,-1.608858,25
"NAOLIBORG:JourneyPattern:1_7A2A584E708920FC205E18B6EF0F7124",47.214752,-1.608311,26
"NAOLIBORG:JourneyPattern:1_7A2A584E708920FC205E18B6EF0F7124",47.217705,-1.61387,27
"NAOLIBORG:JourneyPattern:1_7A2A584E708920FC205E18B6EF0F7124",47.21916,-1.620745,28
"NAOLIBORG:JourneyPattern:1_7A2A584E708920FC205E18B6EF0F7124",47.22062,-1.628177,29
"NAOLIBORG:JourneyPattern:1_7A2A584E708920FC205E18B6EF0F7124",47.221504,-1.632787,30
"NAOLIBORG:JourneyPattern:1_7A2A584E708920FC205E18B6EF0F7124",47.222137,-1.638233,31
"NAOLIBORG:JourneyPattern:1_90C1BE116FEF82F695CD350D017DDFD9",47.209976,-1.60254,0
"NAOLIBORG:JourneyPattern:1_90C1BE116FEF82F695CD350D017DDFD9",47.209644,-1.595155,1
"NAOLIBORG:JourneyPattern:1_90C1BE116FEF82F695CD350D017DDFD9",47.209213,-1.588297,2
"NAOLIBORG:JourneyPattern:1_90C1BE116FEF82F695CD350D017DDFD9",47.207474,-1.581572,3
"NAOLIBORG:JourneyPattern:1_90C1BE116FEF82F695CD350D017DDFD9",47.207073,-1.572917,4
"NAOLIBORG:JourneyPattern:1_90C1BE116FEF82F695CD350D017DDFD9",47.208916,-1.567305,5
"NAOLIBORG:JourneyPattern:1_90C1BE116FEF82F695CD350D017DDFD9",47.211205,-1.560598,6
"NAOLIBORG:JourneyPattern:1_90C1BE116FEF82F695CD350D017DDFD9",47.213585,-1.555924,7
"NAOLIBORG:JourneyPattern:1_90C1BE116FEF82F695CD350D017DDFD9",47.2146,-1.552095,8
"NAOLIBORG:JourneyPattern:1_90C1BE116FEF82F695CD350D017DDFD9",47.216293,-1.547127,9
"NAOLIBORG:JourneyPattern:1_90C1BE116FEF82F695CD350D017DDFD9",47.217842,-1.542299,10
"NAOLIBORG:JourneyPattern:1_90C1BE116FEF82F695CD350D017DDFD9",47.218784,-1.537123,11
"NAOLIBORG:JourneyPattern:1_90C1BE116FEF82F695CD350D017DDFD9",47.21957,-1.53302,12
"NAOLIBORG:JourneyPattern:1_90C1BE116FEF82F695CD350D017DDFD9",47.22126,-1.524274,13
"NAOLIBORG:JourneyPattern:1_90C1BE116FEF82F695CD350D017DDFD9",47.224716,-1.519776,14
"NAOLIBORG:JourneyPattern:1_90C1BE116FEF82F695CD350D017DDFD9",47.22695,-1.518558,15
"NAOLIBORG:JourneyPattern:1_90C1BE116FEF82F695CD350D017DDFD9",47.23247,-1.516006,16
"NAOLIBORG:JourneyPattern:1_90C1BE116FEF82F695CD350D017DDFD9",47.23847,-1.516059,17
"NAOLIBORG:JourneyPattern:1_90C1BE116FEF82F695CD350D017DDFD9",47.243736,-1.518088,18
"NAOLIBORG:JourneyPattern:1_90C1BE116FEF82F695CD350D017DDFD9",47.249294,-1.52303,19
"NAOLIBORG:JourneyPattern:1_90C1BE116FEF82F695CD350D017DDFD9",47.257442,-1.520309,20
"NAOLIBORG:JourneyPattern:1_90C1BE116FEF82F695CD350D017DDFD9",47.25885,-1.524931,21
"NAOLIBORG:JourneyPattern:1_BE85822D9DF9F9696353BAAF7AC1AB50",47.22201,-1.637673,0
"NAOLIBORG:JourneyPattern:1_BE85822D9DF9F9696353BAAF7AC1AB50",47.22139,-1.632455,1
"NAOLIBORG:JourneyPattern:1_BE85822D9DF9F9696353BAAF7AC1AB50",47.220448,-1.62775,2
"NAOLIBORG:JourneyPattern:1_BE85822D9DF9F9696353BAAF7AC1AB50",47.218983,-1.620207,3
"NAOLIBORG:JourneyPattern:1_BE85822D9DF9F9696353BAAF7AC1AB50",47.21753,-1.613428,4
"NAOLIBORG:JourneyPattern:1_BE85822D9DF9F9696353BAAF7AC1AB50",47.214417,-1.607922,5
"NAOLIBORG:JourneyPattern:1_BE85822D9DF9F9696353BAAF7AC1AB50",47.21149,-1.609247,6
"NAOLIBORG:JourneyPattern:1_BE85822D9DF9F9696353BAAF7AC1AB50",47.208576,-1.611706,7
"NAOLIBORG:JourneyPattern:1_BE85822D9DF9F9696353BAAF7AC1AB50",47.206505,-1.609389,8
"NAOLIBORG:JourneyPattern:1_BE85822D9DF9F9696353BAAF7AC1AB50",47.20466,-1.604794,9
"NAOLIBORG:JourneyPattern:1_BE85822D9DF9F9696353BAAF7AC1AB50",47.207146,-1.599946,10
"NAOLIBORG:JourneyPattern:1_BE85822D9DF9F9696353BAAF7AC1AB50",47.209644,-1.595155,11
"NAOLIBORG:JourneyPattern:1_BE85822D9DF9F9696353BAAF7AC1AB50",47.209213,-1.588297,12
"NAOLIBORG:JourneyPattern:1_BE85822D9DF9F9696353BAAF7AC1AB50",47.207474,-1.581572,13
"NAOLIBORG:JourneyPattern:1_BE85822D9DF9F9696353BAAF7AC1AB50",47.207073,-1.572917,14
"NAOLIBORG:JourneyPattern:1_BE85822D9DF9F9696353BAAF7AC1AB50",47.208916,-1.567305,15
"NAOLIBORG:JourneyPattern:1_BE85822D9DF9F9696353BAAF7AC1AB50",47.211205,-1.560598,16
"NAOLIBORG:JourneyPattern:1_BE85822D9DF9F9696353BAAF7AC1AB50",47.213585,-1.555924,17
"NAOLIBORG:JourneyPattern:1_BE85822D9DF9F9696353BAAF7AC1AB50",47.2146,-1.552095,18
"NAOLIBORG:JourneyPattern:1_BE85822D9DF9F9696353BAAF7AC1AB50",47.216293,-1.547127,19
"NAOLIBORG:JourneyPattern:1_BE85822D9DF9F9696353BAAF7AC1AB50",47.217842,-1.542299,20
"NAOLIBORG:JourneyPattern:1_BE85822D9DF9F9696353BAAF7AC1AB50",47.218784,-1.537123,21
"NAOLIBORG:JourneyPattern:1_BE85822D9DF9F9696353BAAF7AC1AB50",47.21957,-1.53302,22
"NAOLIBORG:JourneyPattern:1_BE85822D9DF9F9696353BAAF7AC1AB50",47.22126,-1.524274,23
"NAOLIBORG:JourneyPattern:1_BE85822D9DF9F9696353BAAF7AC1AB50",47.224716,-1.519776,24
"NAOLIBORG:JourneyPattern:1_BE85822D9DF9F9696353BAAF7AC1AB50",47.22695,-1.518558,25
"NAOLIBORG:JourneyPattern:1_BE85822D9DF9F9696353BAAF7AC1AB50",47.23247,-1.516006,26
"NAOLIBORG:JourneyPattern:1_BE85822D9DF9F9696353BAAF7AC1AB50",47.23847,-1.516059,27
"NAOLIBORG:JourneyPattern:1_BE85822D9DF9F9696353BAAF7AC1AB50",47.243736,-1.518088,28
"NAOLIBORG:JourneyPattern:1_BE85822D9DF9F9696353BAAF7AC1AB50",47.249294,-1.52303,29
"NAOLIBORG:JourneyPattern:1_BE85822D9DF9F9696353BAAF7AC1AB50",47.253357,-1.530557,30
"NAOLIBORG:JourneyPattern:1_BE85822D9DF9F9696353BAAF7AC1AB50",47.259453,-1.547014,31
"NAOLIBORG:JourneyPattern:1_DE95AF611BE319CBF776E368E917FDEE",47.216293,-1.547127,0
"NAOLIBORG:JourneyPattern:1_DE95AF611BE319CBF776E368E917FDEE",47.217842,-1.542299,1
"NAOLIBORG:JourneyPattern:1_DE95AF611BE319CBF776E368E917FDEE",47.218784,-1.537123,2
"NAOLIBORG:JourneyPattern:1_DE95AF611BE319CBF776E368E917FDEE",47.21957,-1.53302,3
"NAOLIBORG:JourneyPattern:1_DE95AF611BE319CBF776E368E917FDEE",47.22126,-1.524274,4
"NAOLIBORG:JourneyPattern:1_DE95AF611BE319CBF776E368E917FDEE",47.224716,-1.519776,5
"NAOLIBORG:JourneyPattern:1_DE95AF611BE319CBF776E368E917FDEE",47.22695,-1.518558,6
"NAOLIBORG:JourneyPattern:1_DE95AF611BE319CBF776E368E917FDEE",47.23247,-1.516006,7
"NAOLIBORG:JourneyPattern:1_DE95AF611BE319CBF776E368E917FDEE",47.23847,-1.516059,8
"NAOLIBORG:JourneyPattern:1_DE95AF611BE319CBF776E368E917FDEE",47.243736,-1.518088,9
"NAOLIBORG:JourneyPattern:1_DE95AF611BE319CBF776E368E917FDEE",47.249294,-1.52303,10
"NAOLIBORG:JourneyPattern:1_DE95AF611BE319CBF776E368E917FDEE",47.253357,-1.530557,11
"NAOLIBORG:JourneyPattern:1_DE95AF611BE319CBF776E368E917FDEE",47.259453,-1.547014,12
"NAOLIBORG:JourneyPattern:1_FA8A5D2E28C4643E2ECE28961375AED4",47.2146,-1.552095,0
"NAOLIBORG:JourneyPattern:1_FA8A5D2E28C4643E2ECE28961375AED4",47.216293,-1.547127,1
"NAOLIBORG:JourneyPattern:1_FA8A5D2E28C4643E2ECE28961375AED4",47.217842,-1.542299,2
"NAOLIBORG:JourneyPattern:1_FA8A5D2E28C4643E2ECE28961375AED4",47.218784,-1.537123,3
"NAOLIBORG:JourneyPattern:1_FA8A5D2E28C4643E2ECE28961375AED4",47.21957,-1.53302,4
"NAOLIBORG:JourneyPattern:1_FA8A5D2E28C4643E2ECE28961375AED4",47.22126,-1.524274,5
"NAOLIBORG:JourneyPattern:1_FA8A5D2E28C4643E2ECE28961375AED4",47.224716,-1.519776,6
"NAOLIBORG:JourneyPattern:1_FA8A5D2E28C4643E2ECE28961375AED4",47.22695,-1.518558,7
"NAOLIBORG:JourneyPattern:1_FA8A5D2E28C4643E2ECE28961375AED4",47.23247,-1.516006,8
"NAOLIBORG:JourneyPattern:1_FA8A5D2E28C4643E2ECE28961375AED4",47.23847,-1.516059,9
"NAOLIBORG:JourneyPattern:1_FA8A5D2E28C4643E2ECE28961375AED4",47.243736,-1.518088,10
"NAOLIBORG:JourneyPattern:1_FA8A5D2E28C4643E2ECE28961375AED4",47.249294,-1.52303,11
"NAOLIBORG:JourneyPattern:1_FA8A5D2E28C4643E2ECE28961375AED4",47.257442,-1.520309,12
"NAOLIBORG:JourneyPattern:1_FA8A5D2E28C4643E2ECE28961375AED4",47.25885,-1.524931,13
"NAOLIBORG:JourneyPattern:1_ED1C824E5F000F4613B983C4496FEC9A",47.258766,-1.524249,0
"NAOLIBORG:JourneyPattern:1_ED1C824E5F000F4613B983C4496FEC9A",47.257217,-1.520553,1
"NAOLIBORG:JourneyPattern:1_ED1C824E5F000F4613B983C4496FEC9A",47.24872,-1.522235,2
"NAOLIBORG:JourneyPattern:1_ED1C824E5F000F4613B983C4496FEC9A",47.243397,-1.518072,3
"NAOLIBORG:JourneyPattern:1_ED1C824E5F000F4613B983C4496FEC9A",47.238125,-1.516043,4
"NAOLIBORG:JourneyPattern:1_32F3418E6DF4371B352F79E3F2EABC9D",47.209976,-1.60254,0
"NAOLIBORG:JourneyPattern:1_32F3418E6DF4371B352F79E3F2EABC9D",47.209644,-1.595155,1
"NAOLIBORG:JourneyPattern:1_32F3418E6DF4371B352F79E3F2EABC9D",47.209213,-1.588297,2
"NAOLIBORG:JourneyPattern:1_32F3418E6DF4371B352F79E3F2EABC9D",47.207474,-1.581572,3
"NAOLIBORG:JourneyPattern:1_32F3418E6DF4371B352F79E3F2EABC9D",47.207073,-1.572917,4
"NAOLIBORG:JourneyPattern:1_32F3418E6DF4371B352F79E3F2EABC9D",47.208916,-1.567305,5
"NAOLIBORG:JourneyPattern:1_32F3418E6DF4371B352F79E3F2EABC9D",47.211205,-1.560598,6
"NAOLIBORG:JourneyPattern:1_32F3418E6DF4371B352F79E3F2EABC9D",47.213585,-1.555924,7
"NAOLIBORG:JourneyPattern:1_32F3418E6DF4371B352F79E3F2EABC9D",47.2146,-1.552095,8
"NAOLIBORG:JourneyPattern:1_32F3418E6DF4371B352F79E3F2EABC9D",47.216293,-1.547127,9
"NAOLIBORG:JourneyPattern:1_32F3418E6DF4371B352F79E3F2EABC9D",47.217842,-1.542299,10
"NAOLIBORG:JourneyPattern:1_32F3418E6DF4371B352F79E3F2EABC9D",47.218784,-1.537123,11
"NAOLIBORG:JourneyPattern:1_32F3418E6DF4371B352F79E3F2EABC9D",47.21957,-1.53302,12
"NAOLIBORG:JourneyPattern:1_32F3418E6DF4371B352F79E3F2EABC9D",47.22126,-1.524274,13
"NAOLIBORG:JourneyPattern:1_32F3418E6DF4371B352F79E3F2EABC9D",47.224716,-1.519776,14
"NAOLIBORG:JourneyPattern:1_32F3418E6DF4371B352F79E3F2EABC9D",47.22695,-1.518558,15
"NAOLIBORG:JourneyPattern:1_32F3418E6DF4371B352F79E3F2EABC9D",47.23247,-1.516006,16
"NAOLIBORG:JourneyPattern:1_32F3418E6DF4371B352F79E3F2EABC9D",47.23847,-1.516059,17
"NAOLIBORG:JourneyPattern:1_32F3418E6DF4371B352F79E3F2EABC9D",47.243736,-1.518088,18
"NAOLIBORG:JourneyPattern:1_32F3418E6DF4371B352F79E3F2EABC9D",47.249294,-1.52303,19
"NAOLIBORG:JourneyPattern:1_32F3418E6DF4371B352F79E3F2EABC9D",47.253357,-1.530557,20
"NAOLIBORG:JourneyPattern:1_32F3418E6DF4371B352F79E3F2EABC9D",47.259453,-1.547014,21
"NAOLIBORG:JourneyPattern:1_5FE94B34DE71A23044839E068AB96091",47.23847,-1.516059,0
"NAOLIBORG:JourneyPattern:1_5FE94B34DE71A23044839E068AB96091",47.243736,-1.518088,1
"NAOLIBORG:JourneyPattern:1_5FE94B34DE71A23044839E068AB96091",47.249294,-1.52303,2
"NAOLIBORG:JourneyPattern:1_5FE94B34DE71A23044839E068AB96091",47.253357,-1.530557,3
"NAOLIBORG:JourneyPattern:1_5FE94B34DE71A23044839E068AB96091",47.259453,-1.547014,4
"NAOLIBORG:JourneyPattern:1_50E9E2732EA1760BBA033EAC20B80150",47.2146,-1.552095,0
"NAOLIBORG:JourneyPattern:1_50E9E2732EA1760BBA033EAC20B80150",47.216293,-1.547127,1
"NAOLIBORG:JourneyPattern:1_50E9E2732EA1760BBA033EAC20B80150",47.217842,-1.542299,2
"NAOLIBORG:JourneyPattern:1_50E9E2732EA1760BBA033EAC20B80150",47.218784,-1.537123,3
"NAOLIBORG:JourneyPattern:1_50E9E2732EA1760BBA033EAC20B80150",47.21957,-1.53302,4
"NAOLIBORG:JourneyPattern:1_50E9E2732EA1760BBA033EAC20B80150",47.22126,-1.524274,5
"NAOLIBORG:JourneyPattern:1_50E9E2732EA1760BBA033EAC20B80150",47.224716,-1.519776,6
"NAOLIBORG:JourneyPattern:1_50E9E2732EA1760BBA033EAC20B80150",47.22695,-1.518558,7
"NAOLIBORG:JourneyPattern:1_50E9E2732EA1760BBA033EAC20B80150",47.23247,-1.516006,8
"NAOLIBORG:JourneyPattern:1_50E9E2732EA1760BBA033EAC20B80150",47.23847,-1.516059,9
"NAOLIBORG:JourneyPattern:1_50E9E2732EA1760BBA033EAC20B80150",47.243736,-1.518088,10
"NAOLIBORG:JourneyPattern:1_50E9E2732EA1760BBA033EAC20B80150",47.249294,-1.52303,11
"NAOLIBORG:JourneyPattern:1_50E9E2732EA1760BBA033EAC20B80150",47.253357,-1.530557,12
"NAOLIBORG:JourneyPattern:1_50E9E2732EA1760BBA033EAC20B80150",47.259453,-1.547014,13
"NAOLIBORG:JourneyPattern:1_362E0359F10CE48CFD2623EB4B43F58A",47.258766,-1.524249,0
"NAOLIBORG:JourneyPattern:1_362E0359F10CE48CFD2623EB4B43F58A",47.257217,-1.520553,1
"NAOLIBORG:JourneyPattern:1_362E0359F10CE48CFD2623EB4B43F58A",47.24872,-1.522235,2
"NAOLIBORG:JourneyPattern:1_362E0359F10CE48CFD2623EB4B43F58A",47.243397,-1.518072,3
"NAOLIBORG:JourneyPattern:1_362E0359F10CE48CFD2623EB4B43F58A",47.238125,-1.516043,4
"NAOLIBORG:JourneyPattern:1_362E0359F10CE48CFD2623EB4B43F58A",47.232174,-1.516233,5
"NAOLIBORG:JourneyPattern:1_362E0359F10CE48CFD2623EB4B43F58A",47.22665,-1.518813,6
"NAOLIBORG:JourneyPattern:1_362E0359F10CE48CFD2623EB4B43F58A",47.224316,-1.520172,7
"NAOLIBORG:JourneyPattern:1_362E0359F10CE48CFD2623EB4B43F58A",47.221127,-1.524746,8
"NAOLIBORG:JourneyPattern:1_362E0359F10CE48CFD2623EB4B43F58A",47.219555,-1.533415,9
"NAOLIBORG:JourneyPattern:1_362E0359F10CE48CFD2623EB4B43F58A",47.218735,-1.537714,10
"NAOLIBORG:JourneyPattern:1_362E0359F10CE48CFD2623EB4B43F58A",47.21786,-1.542788,11
"NAOLIBORG:JourneyPattern:1_362E0359F10CE48CFD2623EB4B43F58A",47.2162,-1.547561,12
"NAOLIBORG:JourneyPattern:1_7DF81BFF7A7DD5D90488D9923D892CB5",47.216293,-1.547127,0
"NAOLIBORG:JourneyPattern:1_7DF81BFF7A7DD5D90488D9923D892CB5",47.217842,-1.542299,1
"NAOLIBORG:JourneyPattern:1_7DF81BFF7A7DD5D90488D9923D892CB5",47.218784,-1.537123,2
"NAOLIBORG:JourneyPattern:1_7DF81BFF7A7DD5D90488D9923D892CB5",47.21957,-1.53302,3
"NAOLIBORG:JourneyPattern:1_7DF81BFF7A7DD5D90488D9923D892CB5",47.22126,-1.524274,4
"NAOLIBORG:JourneyPattern:1_7DF81BFF7A7DD5D90488D9923D892CB5",47.224716,-1.519776,5
"NAOLIBORG:JourneyPattern:1_7DF81BFF7A7DD5D90488D9923D892CB5",47.22695,-1.518558,6
"NAOLIBORG:JourneyPattern:1_7DF81BFF7A7DD5D90488D9923D892CB5",47.23247,-1.516006,7
"NAOLIBORG:JourneyPattern:1_7DF81BFF7A7DD5D90488D9923D892CB5",47.23847,-1.516059,8
"NAOLIBORG:JourneyPattern:1_7DF81BFF7A7DD5D90488D9923D892CB5",47.243736,-1.518088,9
"NAOLIBORG:JourneyPattern:1_7DF81BFF7A7DD5D90488D9923D892CB5",47.249294,-1.52303,10
"NAOLIBORG:JourneyPattern:1_7DF81BFF7A7DD5D90488D9923D892CB5",47.257442,-1.520309,11
"NAOLIBORG:JourneyPattern:1_7DF81BFF7A7DD5D90488D9923D892CB5",47.25885,-1.524931,12
"NAOLIBORG:JourneyPattern:1_B2D8A3C86E83B55934BB6FA454898C25",47.209976,-1.60254,0
"NAOLIBORG:JourneyPattern:1_B2D8A3C86E83B55934BB6FA454898C25",47.209644,-1.595155,1
"NAOLIBORG:JourneyPattern:1_B2D8A3C86E83B55934BB6FA454898C25",47.209213,-1.588297,2
"NAOLIBORG:JourneyPattern:1_B2D8A3C86E83B55934BB6FA454898C25",47.207474,-1.581572,3
"NAOLIBORG:JourneyPattern:1_B2D8A3C86E83B55934BB6FA454898C25",47.207073,-1.572917,4
"NAOLIBORG:JourneyPattern:1_D87C78E4AA2E47073CB0051AF2AD4C8A",47.207073,-1.572917,0
"NAOLIBORG:JourneyPattern:1_D87C78E4AA2E47073CB0051AF2AD4C8A",47.208916,-1.567305,1
"NAOLIBORG:JourneyPattern:1_D87C78E4AA2E47073CB0051AF2AD4C8A",47.211205,-1.560598,2
"NAOLIBORG:JourneyPattern:1_D87C78E4AA2E47073CB0051AF2AD4C8A",47.213585,-1.555924,3
"NAOLIBORG:JourneyPattern:1_D87C78E4AA2E47073CB0051AF2AD4C8A",47.2146,-1.552095,4
"NAOLIBORG:JourneyPattern:1_D87C78E4AA2E47073CB0051AF2AD4C8A",47.216293,-1.547127,5
"NAOLIBORG:JourneyPattern:1_D87C78E4AA2E47073CB0051AF2AD4C8A",47.217842,-1.542299,6
"NAOLIBORG:JourneyPattern:1_D87C78E4AA2E47073CB0051AF2AD4C8A",47.218784,-1.537123,7
"NAOLIBORG:JourneyPattern:1_D87C78E4AA2E47073CB0051AF2AD4C8A",47.21957,-1.53302,8
"NAOLIBORG:JourneyPattern:1_D87C78E4AA2E47073CB0051AF2AD4C8A",47.22126,-1.524274,9
"NAOLIBORG:JourneyPattern:1_D87C78E4AA2E47073CB0051AF2AD4C8A",47.224716,-1.519776,10
"NAOLIBORG:JourneyPattern:1_D87C78E4AA2E47073CB0051AF2AD4C8A",47.22695,-1.518558,11
