stop_id,stop_code,stop_name,tts_stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,level_id,platform_code
"FR_NAOLIB:Quay:2225",,"Fief Guérin","Fief Guérin",,47.143818,-1.660473,"",,0,"FR_NAOLIB:StopPlace:945",,2,,
"FR_NAOLIB:Quay:1376",,"Aquitaine","Aquitaine",,47.209755,-1.614832,"",,0,"FR_NAOLIB:StopPlace:551",,1,,
"FR_NAOLIB:Quay:2224",,"Fief Guérin","Fief Guérin",,47.143932,-1.660785,"",,0,"FR_NAOLIB:StopPlace:945",,2,,
"FR_NAOLIB:Quay:1377",,"Lamartine","Lamartine",,47.216496,-1.578867,"",,0,"FR_NAOLIB:StopPlace:552",,2,,
"FR_NAOLIB:Quay:2223",,"Lycée Brottier","Lycée - Bro-tier",,47.160625,-1.677783,"",,0,"FR_NAOLIB:StopPlace:944",,2,,
"FR_NAOLIB:Quay:869",,"Fontaine","Fontaine",,47.205540,-1.489109,"",,0,"FR_NAOLIB:StopPlace:340",,1,,
"FR_NAOLIB:Quay:867",,"Beaugency","Beaugency",,47.203270,-1.489975,"",,0,"FR_NAOLIB:StopPlace:339",,1,,
"FR_NAOLIB:Quay:868",,"Beaugency","Beaugency",,47.203815,-1.490189,"",,0,"FR_NAOLIB:StopPlace:339",,1,,
"FR_NAOLIB:Quay:1370",,"Doumer","Doumair",,47.221699,-1.578174,"",,0,"FR_NAOLIB:StopPlace:549",,1,,
"FR_NAOLIB:Quay:865",,"Léon Say","Léon Say",,47.229652,-1.569225,"",,0,"FR_NAOLIB:StopPlace:338",,2,,
"FR_NAOLIB:Quay:1371",,"Doumer","Doumair",,47.221836,-1.578263,"",,0,"FR_NAOLIB:StopPlace:549",,1,,
"FR_NAOLIB:Quay:866",,"Léon Say","Léon Say",,47.228951,-1.569595,"",,0,"FR_NAOLIB:StopPlace:338",,2,,
"FR_NAOLIB:Quay:863",,"Grootaers","Grou-teursse.",,47.239380,-1.585073,"",,0,"FR_NAOLIB:StopPlace:337",,1,,
"FR_NAOLIB:Quay:864",,"Grootaers","Grou-teursse.",,47.239666,-1.584649,"",,0,"FR_NAOLIB:StopPlace:337",,1,,
"FR_NAOLIB:Quay:850",,"Vison","Vison",,47.244434,-1.509908,"",,0,"FR_NAOLIB:StopPlace:331",,1,,
"FR_NAOLIB:Quay:851",,"Vison","Vison",,47.244251,-1.509704,"",,0,"FR_NAOLIB:StopPlace:331",,1,,
"FR_NAOLIB:Quay:2208",,"La Forêt","La Forêt",,47.148994,-1.640687,"",,0,"FR_NAOLIB:StopPlace:937",,1,,
"FR_NAOLIB:Quay:2207",,"Échoppes","Echoppes",,47.143993,-1.685543,"",,0,"FR_NAOLIB:StopPlace:936",,1,,
"FR_NAOLIB:Quay:1358",,"Branchoire","Branchoire",,47.217854,-1.603018,"",,0,"FR_NAOLIB:StopPlace:544",,1,,
"FR_NAOLIB:Quay:2206",,"Échoppes","Echoppes",,47.143917,-1.685390,"",,0,"FR_NAOLIB:StopPlace:936",,1,,
"FR_NAOLIB:Quay:1359",,"Branchoire","Branchoire",,47.218594,-1.603684,"",,0,"FR_NAOLIB:StopPlace:544",,1,,
"FR_NAOLIB:Quay:2205",,"Échoppes","Echoppes",,47.142986,-1.686442,"",,0,"FR_NAOLIB:StopPlace:936",,1,,
"FR_NAOLIB:Quay:2209",,"La Forêt","La Forêt",,47.149475,-1.639387,"",,0,"FR_NAOLIB:StopPlace:937",,1,,
"FR_NAOLIB:Quay:2695",,"Les Couëts","Les Couëts","",47.180759,-1.586338,"",,0,"FR_NAOLIB:StopPlace:515",,2,,
"FR_NAOLIB:Quay:1363",,"Koufra","Koufra",,47.250092,-1.529833,"",,0,"FR_NAOLIB:StopPlace:546",,1,,
"FR_NAOLIB:Quay:2211",,"Ville au Denis","Ville-au-Denis",,47.162754,-1.627048,"",,0,"FR_NAOLIB:StopPlace:938",,1,,
"FR_NAOLIB:Quay:2694",,"Les Couëts","Les Couëts","",47.180752,-1.586641,"",,0,"FR_NAOLIB:StopPlace:515",,2,,
"FR_NAOLIB:Quay:1364",,"Koufra","Koufra",,47.250351,-1.531126,"",,0,"FR_NAOLIB:StopPlace:546",,1,,
"FR_NAOLIB:Quay:2210",,"Ville au Denis","Ville - au - Deunis",,47.162331,-1.627489,"",,0,"FR_NAOLIB:StopPlace:938",,2,,
"FR_NAOLIB:Quay:2693",,"Balinière","Balinière","",47.185799,-1.554309,"",,0,"FR_NAOLIB:StopPlace:511",,2,,
"FR_NAOLIB:Quay:1361",,"Crémetterie","Crémetteurie",,47.218273,-1.608335,"",,0,"FR_NAOLIB:StopPlace:545",,1,,
"FR_NAOLIB:Quay:2692",,"Balinière","Balinière","",47.186031,-1.554397,"",,0,"FR_NAOLIB:StopPlace:511",,2,,
"FR_NAOLIB:Quay:1362",,"Koufra","Koufra",,47.249355,-1.530093,"",,0,"FR_NAOLIB:StopPlace:546",,1,,
"FR_NAOLIB:Quay:2699",,"Espace Diderot","Espace Diderot","",47.185547,-1.563175,"",,0,"FR_NAOLIB:StopPlace:520",,1,,
"FR_NAOLIB:Quay:1367",,"Delorme","Delorme",,47.215225,-1.564159,"",,0,"FR_NAOLIB:StopPlace:547",,2,,
"FR_NAOLIB:Quay:2215",,"Gare de Bouaye","Gare de Boueye",,47.138386,-1.680839,"",,0,"FR_NAOLIB:StopPlace:940",,2,,
"FR_NAOLIB:Quay:2698",,"Espace Diderot","Espace Diderot","",47.185585,-1.563610,"",,0,"FR_NAOLIB:StopPlace:520",,1,,
"FR_NAOLIB:Quay:1368",,"Terray","Terray",,47.251419,-1.526735,"",,0,"FR_NAOLIB:StopPlace:548",,1,,
"FR_NAOLIB:Quay:2214",,"Gare de Bouaye","Gare de Boueye",,47.138466,-1.680839,"",,0,"FR_NAOLIB:StopPlace:940",,2,,
"FR_NAOLIB:Quay:2697",,"Château de Rezé","Château de Rezé","",47.186581,-1.559341,"",,0,"FR_NAOLIB:StopPlace:517",,1,,
"FR_NAOLIB:Quay:1365",,"Koufra","Koufra",,47.250198,-1.530238,"",,0,"FR_NAOLIB:StopPlace:546",,1,,
"FR_NAOLIB:Quay:2213",,"Le Tour","Le Tour",,47.151901,-1.688925,"",,0,"FR_NAOLIB:StopPlace:939",,1,,
"FR_NAOLIB:Quay:2696",,"Château de Rezé","Château de Rezé","",47.186424,-1.559787,"",,0,"FR_NAOLIB:StopPlace:517",,1,,
"FR_NAOLIB:Quay:1366",,"Delorme","Delorme",,47.215714,-1.564646,"",,0,"FR_NAOLIB:StopPlace:547",,2,,
"FR_NAOLIB:Quay:2212",,"Le Tour","Le Tour",,47.151623,-1.689484,"",,0,"FR_NAOLIB:StopPlace:939",,1,,
"FR_NAOLIB:Quay:858",,"Viarme-Talensac","Viarme - Talansac","",47.221550,-1.562794,"",,0,"FR_NAOLIB:StopPlace:335",,1,,
"FR_NAOLIB:Quay:856",,"Le Goffic","Le Goffic",,47.229980,-1.563178,"",,0,"FR_NAOLIB:StopPlace:334",,1,,
"FR_NAOLIB:Quay:857",,"Le Goffic","Le Goffic",,47.230873,-1.563784,"",,0,"FR_NAOLIB:StopPlace:334",,1,,
"FR_NAOLIB:Quay:2691",,"Grande Ouche","Grande Ouche","",47.181515,-1.579832,"",,0,"FR_NAOLIB:StopPlace:510",,2,,
"FR_NAOLIB:Quay:854",,"Plantiveau","Plantiveau",,47.246529,-1.511474,"",,0,"FR_NAOLIB:StopPlace:333",,1,,
"FR_NAOLIB:Quay:2690",,"Grande Ouche","Grande Ouche","",47.181427,-1.579953,"",,0,"FR_NAOLIB:StopPlace:510",,2,,
"FR_NAOLIB:Quay:855",,"Plantiveau","Plantiveau",,47.246162,-1.511407,"",,0,"FR_NAOLIB:StopPlace:333",,1,,
"FR_NAOLIB:Quay:1360",,"Crémetterie","Crémetteurie",,47.218239,-1.607660,"",,0,"FR_NAOLIB:StopPlace:545",,1,,
"FR_NAOLIB:Quay:852",,"Vieux Doulon","Vieux Doulon",,47.235619,-1.504131,"",,0,"FR_NAOLIB:StopPlace:332",,2,,
"FR_NAOLIB:Quay:853",,"Vieux Doulon","Vieux Doulon",,47.235432,-1.504030,"",,0,"FR_NAOLIB:StopPlace:332",,2,,
"FR_NAOLIB:Quay:883",,"Géraudière","Géraudière",,47.261757,-1.567111,"",,0,"FR_NAOLIB:StopPlace:345",,2,,
"FR_NAOLIB:Quay:884",,"Géraudière","Géraudière",,47.262146,-1.566408,"",,0,"FR_NAOLIB:StopPlace:345",,2,,
"FR_NAOLIB:Quay:400",,"Monteverdi","Montéverdi",,47.266560,-1.446374,"",,0,"FR_NAOLIB:StopPlace:137",,2,,
"FR_NAOLIB:Quay:881",,"Géraudière","Géraudière",,47.262928,-1.567707,"",,0,"FR_NAOLIB:StopPlace:345",,2,,
"FR_NAOLIB:Quay:882",,"Géraudière","Géraudière",,47.261711,-1.567221,"",,0,"FR_NAOLIB:StopPlace:345",,2,,
"FR_NAOLIB:Quay:880",,"Angle Chaillou","Angle Chaillou",,47.269581,-1.571964,"",,0,"FR_NAOLIB:StopPlace:344",,2,,
"FR_NAOLIB:Quay:2239",,"Moulinets","Moulinets",,47.209942,-1.629214,"",,0,"FR_NAOLIB:StopPlace:952",,1,,
"FR_NAOLIB:Quay:2238",,"Moulinets","Moulinets",,47.209915,-1.628973,"",,0,"FR_NAOLIB:StopPlace:952",,1,,
"FR_NAOLIB:Quay:1396",,"Tribunes","Tribunes",,47.249977,-1.568703,"",,0,"FR_NAOLIB:StopPlace:562",,1,,
"FR_NAOLIB:Quay:1397",,"Tribunes","Tribunes",,47.249123,-1.568529,"",,0,"FR_NAOLIB:StopPlace:562",,1,,
"FR_NAOLIB:Quay:2243",,"Rochu","Rochu",,47.215111,-1.666558,"",,0,"FR_NAOLIB:StopPlace:954",,2,,
"FR_NAOLIB:Quay:1394",,"Conservatoire","Conservatoire",,47.207043,-1.533032,"",,0,"FR_NAOLIB:StopPlace:561",,1,,
"FR_NAOLIB:Quay:2242",,"Rochu","Rochu",,47.215183,-1.666484,"",,0,"FR_NAOLIB:StopPlace:954",,2,,
"FR_NAOLIB:Quay:1395",,"Conservatoire","Conservatoire",,47.207066,-1.532726,"",,0,"FR_NAOLIB:StopPlace:561",,1,,
"FR_NAOLIB:Quay:2241",,"Belle Île","Belle-Ile",,47.223686,-1.731611,"",,0,"FR_NAOLIB:StopPlace:953",,1,,
"FR_NAOLIB:Quay:2248",,"Gare de Couëron","Gare de Couëron",,47.221870,-1.724298,"",,0,"FR_NAOLIB:StopPlace:957",,1,,
"FR_NAOLIB:Quay:2247",,"Blancho","Blanchau",,47.213169,-1.734983,"",,0,"FR_NAOLIB:StopPlace:956",,2,,
"FR_NAOLIB:Quay:409",,"Centre de Thouaré","Thouaré centre",,47.266579,-1.441595,"",,0,"FR_NAOLIB:StopPlace:141",,1,,
"FR_NAOLIB:Quay:1398",,"Mandel","Mandel",,47.202484,-1.537102,"",,0,"FR_NAOLIB:StopPlace:563",,2,,
"FR_NAOLIB:Quay:2246",,"Blancho","Blanchau",,47.213284,-1.734652,"",,0,"FR_NAOLIB:StopPlace:956",,2,,
"FR_NAOLIB:Quay:1399",,"Mandel","Mandel",,47.202595,-1.537126,"",,0,"FR_NAOLIB:StopPlace:563",,2,,
"FR_NAOLIB:Quay:407",,"Centre de Thouaré","Thouaré centre",,47.266563,-1.441362,"",,0,"FR_NAOLIB:StopPlace:141",,1,,
"FR_NAOLIB:Quay:408",,"Centre de Thouaré","Thouaré centre",,47.267132,-1.441358,"",,0,"FR_NAOLIB:StopPlace:141",,1,,
"FR_NAOLIB:Quay:889",,"Boissière","Boissière","",47.255283,-1.565910,"",,0,"FR_NAOLIB:StopPlace:347",,1,,
"FR_NAOLIB:Quay:405",,"Bussonnière","Bussonnière",,47.269722,-1.443726,"",,0,"FR_NAOLIB:StopPlace:140",,1,,
"FR_NAOLIB:Quay:406",,"Bussonnière","Bussonnière",,47.268948,-1.443056,"",,0,"FR_NAOLIB:StopPlace:140",,1,,
"FR_NAOLIB:Quay:1392",,"St-Nicolas","St-Nicolas",,47.215572,-1.560456,"",,0,"FR_NAOLIB:StopPlace:559",,1,,
"FR_NAOLIB:Quay:403",,"La Haie","La Haie",,47.260925,-1.475095,"",,0,"FR_NAOLIB:StopPlace:139",,2,,
"FR_NAOLIB:Quay:2240",,"Belle Île","Belle-Ile",,47.222977,-1.730625,"",,0,"FR_NAOLIB:StopPlace:953",,1,,
"FR_NAOLIB:Quay:887",,"Verrière","Verrière",,47.276585,-1.570790,"",,0,"FR_NAOLIB:StopPlace:346",,2,,
"FR_NAOLIB:Quay:1393",,"Toutes Joies","Toutes Joies",,47.221104,-1.572971,"",,0,"FR_NAOLIB:StopPlace:560",,2,,
"FR_NAOLIB:Quay:404",,"La Haie","La Haie",,47.261272,-1.475135,"",,0,"FR_NAOLIB:StopPlace:139",,1,,
"FR_NAOLIB:Quay:888",,"Boissière","Boissière","",47.254852,-1.565963,"",,0,"FR_NAOLIB:StopPlace:347",,1,,
"FR_NAOLIB:Quay:1390",,"Camus","Camus",,47.219284,-1.572851,"",,0,"FR_NAOLIB:StopPlace:558",,1,,
"FR_NAOLIB:Quay:401",,"Trois Chênes","Trois Chênes",,47.259655,-1.474576,"",,0,"FR_NAOLIB:StopPlace:138",,2,,
"FR_NAOLIB:Quay:885",,"Géraudière","Géraudière",,47.262688,-1.566603,"",,0,"FR_NAOLIB:StopPlace:345",,2,,
"FR_NAOLIB:Quay:1391",,"St-Nicolas","St-Nicolas",,47.215694,-1.559303,"",,0,"FR_NAOLIB:StopPlace:559",,1,,
"FR_NAOLIB:Quay:402",,"Trois Chênes","Trois Chênes",,47.258198,-1.474153,"",,0,"FR_NAOLIB:StopPlace:138",,2,,
"FR_NAOLIB:Quay:886",,"Verrière","Verrière",,47.276539,-1.570665,"",,0,"FR_NAOLIB:StopPlace:346",,2,,
"FR_NAOLIB:Quay:872",,"Savarières","Savarières",,47.208622,-1.489683,"",,0,"FR_NAOLIB:StopPlace:341",,1,,
"FR_NAOLIB:Quay:873",,"Savarières","Savarières",,47.208630,-1.490121,"",,0,"FR_NAOLIB:StopPlace:341",,1,,
"FR_NAOLIB:Quay:870",,"Fontaine","Fontaine",,47.205387,-1.489352,"",,0,"FR_NAOLIB:StopPlace:340",,1,,
"FR_NAOLIB:Quay:871",,"Savarières","Savarières",,47.208244,-1.489389,"",,0,"FR_NAOLIB:StopPlace:341",,2,,
"FR_NAOLIB:Quay:2229",,"Dukas","Dukas",,47.235256,-1.602538,"",,0,"FR_NAOLIB:StopPlace:947",,2,,
"FR_NAOLIB:Quay:2228",,"Dukas","Dukas",,47.234901,-1.602204,"",,0,"FR_NAOLIB:StopPlace:947",,2,,
"FR_NAOLIB:Quay:2227",,"Chézine","Chézine",,47.233757,-1.599017,"",,0,"FR_NAOLIB:StopPlace:946",,2,,
"FR_NAOLIB:Quay:1385",,"Bonneville","Bonneville",,47.243969,-1.536475,"",,0,"FR_NAOLIB:StopPlace:556",,2,,
"FR_NAOLIB:Quay:2233",,"Eugène Sue","Eugène Sue",,47.233208,-1.595976,"",,0,"FR_NAOLIB:StopPlace:949",,2,,
"FR_NAOLIB:Quay:1386",,"Bonneville","Bonneville",,47.243843,-1.536408,"",,0,"FR_NAOLIB:StopPlace:556",,2,,
"FR_NAOLIB:Quay:2232",,"Eugène Sue","Eugène Sue",,47.233322,-1.596036,"",,0,"FR_NAOLIB:StopPlace:949",,2,,
"FR_NAOLIB:Quay:1383",,"Grillaud","Grillaud",,47.220287,-1.581582,"",,0,"FR_NAOLIB:StopPlace:555",,1,,
"FR_NAOLIB:Quay:2231",,"Garenne","Garenne",,47.265179,-1.627615,"",,0,"FR_NAOLIB:StopPlace:948",,1,,
"FR_NAOLIB:Quay:1384",,"Grillaud","Grillaud",,47.219707,-1.581876,"",,0,"FR_NAOLIB:StopPlace:555",,1,,
"FR_NAOLIB:Quay:2230",,"Garenne","Garenne",,47.265083,-1.627697,"",,0,"FR_NAOLIB:StopPlace:948",,1,,
"FR_NAOLIB:Quay:1389",,"Camus","Camus",,47.219158,-1.572686,"",,0,"FR_NAOLIB:StopPlace:558",,1,,
"FR_NAOLIB:Quay:2237",,"Mississipi","Mississipi",,47.237057,-1.609293,"",,0,"FR_NAOLIB:StopPlace:951",,2,,
"FR_NAOLIB:Quay:2236",,"Mississipi","Mississipi",,47.237110,-1.609484,"",,0,"FR_NAOLIB:StopPlace:951",,2,,
"FR_NAOLIB:Quay:1387",,"Danais","Danais",,47.213707,-1.589776,"",,0,"FR_NAOLIB:StopPlace:557",,1,,
"FR_NAOLIB:Quay:2235",,"Golf","Golf",,47.236195,-1.604349,"",,0,"FR_NAOLIB:StopPlace:950",,2,,
"FR_NAOLIB:Quay:1388",,"Danais","Danais",,47.213638,-1.589559,"",,0,"FR_NAOLIB:StopPlace:557",,1,,
"FR_NAOLIB:Quay:2234",,"Golf","Golf",,47.236465,-1.604842,"",,0,"FR_NAOLIB:StopPlace:950",,2,,
"FR_NAOLIB:Quay:878",,"Lourneau","Lourneau",,47.200172,-1.488423,"",,0,"FR_NAOLIB:StopPlace:343",,1,,
"FR_NAOLIB:Quay:879",,"Angle Chaillou","Angle Chaillou",,47.269451,-1.572120,"",,0,"FR_NAOLIB:StopPlace:344",,2,,
"FR_NAOLIB:Quay:1381",,"Littré","Littré",,47.217800,-1.582318,"",,0,"FR_NAOLIB:StopPlace:554",,1,,
"FR_NAOLIB:Quay:876",,"Marzilles","Marzilles",,47.182724,-1.475758,"",,0,"FR_NAOLIB:StopPlace:342",,2,,
"FR_NAOLIB:Quay:1382",,"Littré","Littré",,47.217686,-1.582471,"",,0,"FR_NAOLIB:StopPlace:554",,1,,
"FR_NAOLIB:Quay:877",,"Lourneau","Lourneau",,47.200268,-1.488256,"",,0,"FR_NAOLIB:StopPlace:343",,1,,
"FR_NAOLIB:Quay:874",,"Savarières","Savarières",,47.208073,-1.489180,"",,0,"FR_NAOLIB:StopPlace:341",,2,,
"FR_NAOLIB:Quay:1380",,"Port Boyer","Port Boyer",,47.241173,-1.538719,"",,0,"FR_NAOLIB:StopPlace:553",,1,,
"FR_NAOLIB:Quay:875",,"Marzilles","Marzilles",,47.182571,-1.475867,"",,0,"FR_NAOLIB:StopPlace:342",,2,,
"FR_NAOLIB:Quay:421",,"Frênes","Frênes",,47.253288,-1.487571,"",,0,"FR_NAOLIB:StopPlace:146",,1,,
"FR_NAOLIB:Quay:422",,"Moulin des Landes","Moulin des Landes",,47.262012,-1.481448,"",,0,"FR_NAOLIB:StopPlace:147",,1,,
"FR_NAOLIB:Quay:420",,"Frênes","Frênes",,47.253239,-1.487655,"",,0,"FR_NAOLIB:StopPlace:146",,1,,
"FR_NAOLIB:Quay:1327",,"Cimetière St-Clair","Cimetière St-Clair",,47.216732,-1.592978,"",,0,"FR_NAOLIB:StopPlace:532",,1,,
"FR_NAOLIB:Quay:2659",,"Bossis","Bossix",,47.212563,-1.712929,"",,0,"FR_NAOLIB:StopPlace:1136",,2,,
"FR_NAOLIB:Quay:1328",,"Cimetière St-Clair","Cimetière St-Clair",,47.216599,-1.592386,"",,0,"FR_NAOLIB:StopPlace:532",,1,,
"FR_NAOLIB:Quay:2658",,"Bossis","Bossix",,47.212482,-1.712198,"",,0,"FR_NAOLIB:StopPlace:1136",,2,,
"FR_NAOLIB:Quay:1325",,"Harouys","Harouysse.",,47.216904,-1.566997,"",,0,"FR_NAOLIB:StopPlace:531",,2,,
"FR_NAOLIB:Quay:2657",,"Léo Lagrange","Léo Lagrange",,47.296959,-1.555983,"",,0,"FR_NAOLIB:StopPlace:265",,2,,
"FR_NAOLIB:Quay:1326",,"Harouys","Harouysse.",,47.216682,-1.567089,"",,0,"FR_NAOLIB:StopPlace:531",,2,,
"FR_NAOLIB:Quay:2656",,"Léo Lagrange","Léo Lagrange",,47.296959,-1.555983,"",,0,"FR_NAOLIB:StopPlace:265",,2,,
"FR_NAOLIB:Quay:1329",,"Éraudière","éraudière",,47.241756,-1.534768,"",,0,"FR_NAOLIB:StopPlace:533",,1,,
"FR_NAOLIB:Quay:1330",,"Éraudière","éraudière",,47.243042,-1.534880,"",,0,"FR_NAOLIB:StopPlace:533",,2,,
"FR_NAOLIB:Quay:2662",,"Centre de La Chapelle","Centre de La Chapelle",,47.299137,-1.548429,"",,0,"FR_NAOLIB:StopPlace:1138",,2,,
"FR_NAOLIB:Quay:1331",,"Éraudière","éraudière",,47.242680,-1.535243,"",,0,"FR_NAOLIB:StopPlace:533",,2,,
"FR_NAOLIB:Quay:2661",,"Germaine Tillion","Germaine Tillion",,47.266266,-1.513761,"",,0,"FR_NAOLIB:StopPlace:1137",,2,,
"FR_NAOLIB:Quay:2660",,"Germaine Tillion","Germaine Tillion",,47.266361,-1.513248,"",,0,"FR_NAOLIB:StopPlace:1137",,2,,
"FR_NAOLIB:Quay:1334",,"Canclaux","Canclaux",,47.213837,-1.574891,"",,0,"FR_NAOLIB:StopPlace:534",,1,,
"FR_NAOLIB:Quay:2666",,"Gare de La Chapelle","Gare de La Chapelle",,47.295780,-1.549101,"",,0,"FR_NAOLIB:StopPlace:1140",,2,,
"FR_NAOLIB:Quay:1335",,"Canclaux","Canclaux",,47.215359,-1.574780,"",,0,"FR_NAOLIB:StopPlace:534",,1,,
"FR_NAOLIB:Quay:2665",,"Roussière","Roussière",,47.294579,-1.552994,"",,0,"FR_NAOLIB:StopPlace:1139",,2,,
"FR_NAOLIB:Quay:1332",,"Éraudière","éraudière",,47.241669,-1.535011,"",,0,"FR_NAOLIB:StopPlace:533",,1,,
"FR_NAOLIB:Quay:2664",,"Roussière","Roussière",,47.294498,-1.552962,"",,0,"FR_NAOLIB:StopPlace:1139",,2,,
"FR_NAOLIB:Quay:1333",,"Canclaux","Canclaux",,47.214886,-1.574702,"",,0,"FR_NAOLIB:StopPlace:534",,1,,
"FR_NAOLIB:Quay:2663",,"Centre de La Chapelle","Centre de La Chapelle",,47.299000,-1.548625,"",,0,"FR_NAOLIB:StopPlace:1138",,2,,
"FR_NAOLIB:Quay:429",,"Cadoire","Cadoire",,47.256702,-1.488048,"",,0,"FR_NAOLIB:StopPlace:151",,1,,
"FR_NAOLIB:Quay:427",,"Minais","Minais",,47.257050,-1.466134,"",,0,"FR_NAOLIB:StopPlace:149",,1,,
"FR_NAOLIB:Quay:428",,"Bournière","Bournière",,47.254356,-1.455368,"",,0,"FR_NAOLIB:StopPlace:150",,2,,
"FR_NAOLIB:Quay:425",,"Reinetière","Reinetière",,47.256950,-1.491245,"",,0,"FR_NAOLIB:StopPlace:148",,1,,
"FR_NAOLIB:Quay:426",,"Minais","Minais",,47.257092,-1.466417,"",,0,"FR_NAOLIB:StopPlace:149",,1,,
"FR_NAOLIB:Quay:423",,"Moulin des Landes","Moulin des Landes",,47.262074,-1.481473,"",,0,"FR_NAOLIB:StopPlace:147",,1,,
"FR_NAOLIB:Quay:424",,"Reinetière","Reinetière",,47.256844,-1.491526,"",,0,"FR_NAOLIB:StopPlace:148",,1,,
"FR_NAOLIB:Quay:894",,"René Cassin","René Cassin","",47.264229,-1.575928,"",,0,"FR_NAOLIB:StopPlace:349",,1,,
"FR_NAOLIB:Quay:410",,"Point du Jour","Point du jour",,47.264950,-1.443667,"",,0,"FR_NAOLIB:StopPlace:142",,1,,
"FR_NAOLIB:Quay:411",,"Point du Jour","Point du jour",,47.264893,-1.443568,"",,0,"FR_NAOLIB:StopPlace:142",,1,,
"FR_NAOLIB:Quay:895",,"René Cassin","René Cassin","",47.264736,-1.574012,"",,0,"FR_NAOLIB:StopPlace:349",,1,,
"FR_NAOLIB:Quay:893",,"René Cassin","René Cassin","",47.264088,-1.576335,"",,0,"FR_NAOLIB:StopPlace:349",,1,,
"FR_NAOLIB:Quay:890",,"Boissière","Boissière","",47.254929,-1.565864,"",,0,"FR_NAOLIB:StopPlace:347",,1,,
"FR_NAOLIB:Quay:891",,"Boissière","Boissière","",47.255219,-1.565768,"",,0,"FR_NAOLIB:StopPlace:347",,2,,
"FR_NAOLIB:Quay:1316",,"Trocardière","Trocardière",,47.183224,-1.569706,"",,0,"FR_NAOLIB:StopPlace:526",,1,,
"FR_NAOLIB:Quay:2648",,"Portechaise","Portechaise",,47.200813,-1.525474,"",,0,"FR_NAOLIB:StopPlace:1132",,1,,
"FR_NAOLIB:Quay:1317",,"Iroise","Iroise",,47.248215,-1.536503,"",,0,"FR_NAOLIB:StopPlace:527",,1,,
"FR_NAOLIB:Quay:2647",,"Gachet","Gachet",,47.294125,-1.528954,"",,0,"FR_NAOLIB:StopPlace:245",,1,,
"FR_NAOLIB:Quay:1314",,"Wattignies","Wattignies","",47.203796,-1.546420,"",,0,"FR_NAOLIB:StopPlace:525",,1,,
"FR_NAOLIB:Quay:1799",,"Gare d'Indre","Gare d'Indre",,47.205208,-1.663147,"",,0,"FR_NAOLIB:StopPlace:747",,1,,
"FR_NAOLIB:Quay:2646",,"Jalière","Jalière",,47.263691,-1.596264,"",,0,"FR_NAOLIB:StopPlace:176",,1,,
"FR_NAOLIB:Quay:1315",,"Trocardière","Trocardière",,47.183228,-1.570279,"",,0,"FR_NAOLIB:StopPlace:526",,1,,
"FR_NAOLIB:Quay:2645",,"Jalière","Jalière",,47.263905,-1.596194,"",,0,"FR_NAOLIB:StopPlace:176",,1,,
"FR_NAOLIB:Quay:1798",,"Gare d'Indre","Gare d'Indre",,47.204926,-1.662553,"",,0,"FR_NAOLIB:StopPlace:747",,1,,
"FR_NAOLIB:Quay:1318",,"Iroise","Iroise",,47.248344,-1.536410,"",,0,"FR_NAOLIB:StopPlace:527",,1,,
"FR_NAOLIB:Quay:1319",,"Édit de Nantes","Edit de Nantes",,47.214493,-1.568473,"",,0,"FR_NAOLIB:StopPlace:528",,1,,
"FR_NAOLIB:Quay:2649",,"Portechaise","Portechaise",,47.200611,-1.526067,"",,0,"FR_NAOLIB:StopPlace:1132",,1,,
"FR_NAOLIB:Quay:2651",,"Barbinière","Barbinière",,47.159515,-1.481738,"",,0,"FR_NAOLIB:StopPlace:1133",,1,,
"FR_NAOLIB:Quay:1320",,"Édit de Nantes","Edit de Nantes",,47.214405,-1.568694,"",,0,"FR_NAOLIB:StopPlace:528",,1,,
"FR_NAOLIB:Quay:2650",,"Barbinière","Barbinière",,47.159843,-1.481619,"",,0,"FR_NAOLIB:StopPlace:1133",,1,,
"FR_NAOLIB:Quay:1323",,"Guindré","Guindré",,47.239204,-1.538030,"",,0,"FR_NAOLIB:StopPlace:530",,1,,
"FR_NAOLIB:Quay:2655",,"Lonnières","Lonnières",,47.323589,-1.347635,"",,0,"FR_NAOLIB:StopPlace:1135",,2,,
"FR_NAOLIB:Quay:1324",,"Guindré","Guindré",,47.239536,-1.537409,"",,0,"FR_NAOLIB:StopPlace:530",,1,,
"FR_NAOLIB:Quay:2654",,"Lonnières","Lonnières",,47.323914,-1.347842,"",,0,"FR_NAOLIB:StopPlace:1135",,2,,
"FR_NAOLIB:Quay:1321",,"Repos de Chasse","Repos 2 Chasse",,47.216614,-1.597877,"",,0,"FR_NAOLIB:StopPlace:529",,1,,
"FR_NAOLIB:Quay:2653",,"Le Cellier","Le Cellier",,47.326763,-1.348001,"",,0,"FR_NAOLIB:StopPlace:803",,2,,
"FR_NAOLIB:Quay:1322",,"Repos de Chasse","Repos 2 Chasse",,47.216698,-1.599590,"",,0,"FR_NAOLIB:StopPlace:529",,1,,
"FR_NAOLIB:Quay:418",,"Mazure","Mazure",,47.257141,-1.480145,"",,0,"FR_NAOLIB:StopPlace:145",,2,,
